"peak_id","peak_chr","peak_start","peak_end","peak_mid","peak_score","win10_start","win10_end","genes_TSS_10kb","genes_geneBodyOverlap_10kb","nearest_gene","nearest_proteincoding_gene","nearest_proteincoding_gene_distance","peak_overlap_type","peak_distanceToTSS","peak_overlap_simple","sequence_name","peak_overlap_custom"
"chr5:74949002-74949512","chr5",74949002,74949512,74949257,264,74939257,74959257,"","LOC105379040,GCNT4","GCNT4","GCNT4",81642,"Promoter (<=1kb)",737,"Promoter","chr5_74949002-74949512","Promoter"
"chr5:75260773-75261118","chr5",75260773,75261118,75260945,145,75250945,75270945,"","","LOC124901006","ANKRD31",-24067,"Distal Intergenic",23792,"Intergenic","chr5_75260773-75261118","Intergenic"
"chr5:75669345-75669829","chr5",75669345,75669829,75669587,270,75659587,75679587,"","POC5,ANKDD1B","ANKDD1B","ANKDD1B",58128,"3' UTR",13469,"3UTR","chr5_75669345-75669829","3UTR"
"chr5:76404299-76404681","chr5",76404299,76404681,76404490,179,76394490,76414490,"IQGAP2","IQGAP2","IQGAP2","IQGAP2",1241,"Promoter (<=1kb)",0,"Promoter","chr5_76404299-76404681","Promoter"
"chr5:76522551-76523015","chr5",76522551,76523015,76522783,257,76512783,76532783,"","IQGAP2","IQGAP2","IQGAP2",119534,"Intron (ENST00000274364.11/10788, intron 2 of 35)",-24394,"Intron","chr5_76522551-76523015","Intron"
"chr5:76805867-76806447","chr5",76805867,76806447,76806157,43,76796157,76816157,"","","F2RL1","F2RL1",-12776,"Exon (ENST00000848563.1/ENST00000848563.1, exon 1 of 1)",-12486,"Exon","chr5_76805867-76806447","Exon"
"chr5:77087165-77087603","chr5",77087165,77087603,77087384,109,77077384,77097384,"SNORA47,ZBED3-AS1,ZBED3,PDE8B","AGGF1,SNORA47,ZBED3-AS1,ZBED3,PDE8B","PDE8B","ZBED3",-61,"Promoter (<=1kb)",0,"Promoter","chr5_77087165-77087603","Promoter"
"chr5:77394358-77394780","chr5",77394358,77394780,77394569,35,77384569,77404569,"","PDE8B","PDE8B","PDE8B",184120,"Intron (ENST00000646262.1/8622, intron 12 of 23)",-15644,"Intron","chr5_77394358-77394780","Intron"
"chr5:78420668-78421048","chr5",78420668,78421048,78420858,80,78410858,78430858,"","SCAMP1","SCAMP1","SCAMP1",60275,"Intron (ENST00000614488.4/9522, intron 5 of 7)",4065,"Intron","chr5_78420668-78421048","Intron"
"chr5:78601893-78602418","chr5",78601893,78602418,78602155,499,78592155,78612155,"","LHFPL2","LHFPL2","LHFPL2",167866,"Intron (ENST00000380345.7/10184, intron 2 of 4)",-11701,"Intron","chr5_78601893-78602418","Intron"
"chr5:78622567-78622992","chr5",78622567,78622992,78622779,85,78612779,78632779,"","LHFPL2,LOC124900191","LHFPL2","LHFPL2",147242,"Intron (ENST00000380345.7/10184, intron 2 of 4)",19170,"Intron","chr5_78622567-78622992","Intron"
"chr5:78641178-78641686","chr5",78641178,78641686,78641432,364,78631432,78651432,"LHFPL2","LHFPL2,LOC124900191","LOC124900191","LHFPL2",128589,"Promoter (<=1kb)",476,"Promoter","chr5_78641178-78641686","Promoter"
"chr5:78722387-78722754","chr5",78722387,78722754,78722570,88,78712570,78732570,"","LOC124900191","LOC124900191","LHFPL2",47451,"Intron (ENST00000514587.1/124900191, intron 3 of 3)",47267,"Intron","chr5_78722387-78722754","Intron"
"chr5:78958555-78958880","chr5",78958555,78958880,78958717,43,78948717,78968717,"","ARSB","ARSB","ARSB",27370,"Intron (ENST00000264914.10/411, intron 3 of 7)",-3181,"Intron","chr5_78958555-78958880","Intron"
"chr5:78981593-78982091","chr5",78981593,78982091,78981842,110,78971842,78991842,"ARSB","ARSB","ARSB","ARSB",4245,"Intron (ENST00000264914.10/411, intron 1 of 7)",3158,"Intron","chr5_78981593-78982091","Intron"
"chr5:79023924-79024398","chr5",79023924,79024398,79024161,166,79014161,79034161,"","DMGDH","DMGDH","DMGDH",211877,"3' UTR",6210,"3UTR","chr5_79023924-79024398","3UTR"
"chr5:79031008-79031419","chr5",79031008,79031419,79031213,44,79021213,79041213,"","DMGDH","DMGDH","DMGDH",204825,"Promoter (<=1kb)",-400,"Promoter","chr5_79031008-79031419","Promoter"
"chr5:79581406-79582027","chr5",79581406,79582027,79581716,236,79571716,79591716,"","LOC105379047","LOC105379047","TENT2",-30404,"Intron (ENST00000799951.1/105379047, intron 2 of 2)",-30093,"Intron","chr5_79581406-79582027","Intron"
"chr5:79742542-79742833","chr5",79742542,79742833,79742687,53,79732687,79752687,"","CMYA5","CMYA5","CMYA5",52810,"Intron (ENST00000446378.3/202333, intron 2 of 12)",4400,"Intron","chr5_79742542-79742833","Intron"
"chr5:79754919-79755388","chr5",79754919,79755388,79755153,518,79745153,79765153,"","CMYA5","CMYA5","CMYA5",65276,"Intron (ENST00000446378.3/202333, intron 6 of 12)",-3365,"Intron","chr5_79754919-79755388","Intron"
"chr5:80181719-80182199","chr5",80181719,80182199,80181959,215,80171959,80191959,"","SERINC5","SERINC5","SERINC5",74120,"Intron (ENST00000509193.6/256987, intron 2 of 12)",-14539,"Intron","chr5_80181719-80182199","Intron"
"chr5:80229195-80229721","chr5",80229195,80229721,80229458,741,80219458,80239458,"","SERINC5","SERINC5","SERINC5",26621,"Intron (ENST00000509193.6/256987, intron 1 of 12)",25477,"Intron","chr5_80229195-80229721","Intron"
"chr5:81045357-81045869","chr5",81045357,81045869,81045613,551,81035613,81055613,"","RASGRF2","RASGRF2","RASGRF2",84941,"Intron (ENST00000265080.9/5924, intron 2 of 26)",-24155,"Intron","chr5_81045357-81045869","Intron"
"chr5:82163786-82164145","chr5",82163786,82164145,82163965,43,82153965,82173965,"","ATG10","ATG10","ATG10",191940,"Promoter (<=1kb)",-300,"Promoter","chr5_82163786-82164145","Promoter"
"chr5:82387063-82387735","chr5",82387063,82387735,82387399,215,82377399,82397399,"","ATP6AP1L","ATP6AP1L",NA,107937,"Downstream (<=300bp)",73891,"Downstream","chr5_82387063-82387735","Downstream"
"chr5:82623215-82623641","chr5",82623215,82623641,82623428,330,82613428,82633428,"","","LOC105379050",NA,343966,"Distal Intergenic",-106882,"Intergenic","chr5_82623215-82623641","Intergenic"
"chr5:82635583-82636110","chr5",82635583,82636110,82635846,1003,82625846,82645846,"","","LOC105379050",NA,356384,"Distal Intergenic",-94413,"Intergenic","chr5_82635583-82636110","Intergenic"
"chr5:83475971-83476384","chr5",83475971,83476384,83476177,172,83466177,83486177,"VCAN","VCAN","VCAN","VCAN",4712,"Intron (ENST00000503923.1/1462, intron 1 of 1)",4046,"Intron","chr5_83475971-83476384","Intron"
"chr5:83563709-83564022","chr5",83563709,83564022,83563865,58,83553865,83573865,"VCAN-AS1","VCAN-AS1,VCAN","VCAN","VCAN",92400,"Promoter (1-2kb)",-1395,"Promoter","chr5_83563709-83564022","Promoter"
"chr5:83576982-83577555","chr5",83576982,83577555,83577268,464,83567268,83587268,"","VCAN","VCAN","VCAN",105803,"Intron (ENST00000342785.8/1462, intron 12 of 13)",-14668,"Intron","chr5_83576982-83577555","Intron"
"chr5:83718043-83718540","chr5",83718043,83718540,83718291,187,83708291,83728291,"HAPLN1","HAPLN1","HAPLN1","HAPLN1",3322,"Intron (ENST00000274341.9/1404, intron 1 of 4)",2273,"Intron","chr5_83718043-83718540","Intron"
"chr5:84305361-84305705","chr5",84305361,84305705,84305533,79,84295533,84315533,"","EDIL3","EDIL3","EDIL3",79260,"Intron (ENST00000296591.10/10085, intron 1 of 10)",-76717,"Intron","chr5_84305361-84305705","Intron"
"chr5:86840672-86841050","chr5",86840672,86841050,86840861,23,86830861,86850861,"","","LINC02059","COX7C",222957,"Intron (ENST00000724121.1/ENST00000724121.1, intron 2 of 2)",93733,"Intron","chr5_86840672-86841050","Intron"
"chr5:88245738-88246242","chr5",88245738,88246242,88245990,86,88235990,88255990,"","TMEM161B","TMEM161B","TMEM161B",23486,"Intron (ENST00000514135.5/153396, intron 1 of 12)",4795,"Intron","chr5_88245738-88246242","Intron"
"chr5:90898817-90899334","chr5",90898817,90899334,90899075,196,90889075,90909075,"","ADGRV1","ADGRV1","ADGRV1",369731,"Promoter (<=1kb)",0,"Promoter","chr5_90898817-90899334","Promoter"
"chr5:90949714-90950210","chr5",90949714,90950210,90949962,527,90939962,90959962,"","ADGRV1","ADGRV1","ADGRV1",420618,"Intron (ENST00000405460.9/84059, intron 83 of 89)",18564,"Intron","chr5_90949714-90950210","Intron"
"chr5:91007937-91008479","chr5",91007937,91008479,91008208,60,90998208,91018208,"","ADGRV1","ADGRV1","ADGRV1",478864,"Intron (ENST00000405460.9/84059, intron 85 of 89)",76787,"Intron","chr5_91007937-91008479","Intron"
"chr5:92942730-92943356","chr5",92942730,92943356,92943043,70,92933043,92953043,"LINC02058","LINC02058","LINC02058","NR2F1",-640294,"Distal Intergenic",-3139,"Intergenic","chr5_92942730-92943356","Intergenic"
"chr5:92944974-92945414","chr5",92944974,92945414,92945194,153,92935194,92955194,"LINC02058","LINC02058","LINC02058","NR2F1",-638143,"Distal Intergenic",-5383,"Intergenic","chr5_92944974-92945414","Intergenic"
"chr5:92945557-92946038","chr5",92945557,92946038,92945797,207,92935797,92955797,"LINC02058","LINC02058","LINC02058","NR2F1",-637540,"Distal Intergenic",-5966,"Intergenic","chr5_92945557-92946038","Intergenic"
"chr5:92969819-92970298","chr5",92969819,92970298,92970058,425,92960058,92980058,"","","LINC02058","NR2F1",-613279,"Distal Intergenic",-30228,"Intergenic","chr5_92969819-92970298","Intergenic"
"chr5:93246330-93246802","chr5",93246330,93246802,93246566,58,93236566,93256566,"","LOC105379083","LOC105379083","NR2F1",-336771,"Intron (ENST00000762929.1/105379083, intron 1 of 5)",1371,"Intron","chr5_93246330-93246802","Intron"
"chr5:95646676-95647214","chr5",95646676,95647214,95646945,744,95636945,95656945,"RFESD","RFESD,SPATA9","RFESD","RFESD",191,"Promoter (<=1kb)",0,"Promoter","chr5_95646676-95647214","Promoter"
"chr5:95759169-95759512","chr5",95759169,95759512,95759340,43,95749340,95769340,"","RHOBTB3,GLRX","GLRX","GLRX",63665,"Intron (ENST00000379982.8/22836, intron 6 of 11)",-8243,"Intron","chr5_95759169-95759512","Intron"
"chr5:95803484-95804275","chr5",95803484,95804275,95803879,293,95793879,95813879,"","RHOBTB3,GLRX","GLRX","GLRX",19126,"Intron (ENST00000513091.1/22836, intron 1 of 1)",14663,"Intron","chr5_95803484-95804275","Intron"
"chr5:95865041-95865406","chr5",95865041,95865406,95865223,40,95855223,95875223,"LOC105379091","LOC102724720,LOC105379091,LINC01554","LOC105379091","ELL2",96848,"Exon (ENST00000755091.1/ENST00000755091.1, exon 2 of 2)",1427,"Exon","chr5_95865041-95865406","Exon"
"chr5:95987007-95987418","chr5",95987007,95987418,95987212,115,95977212,95997212,"","LOC101929710,CAST","CAST","ELL2",-25141,"Intron (ENST00000502645.3/831, intron 1 of 5)",25003,"Intron","chr5_95987007-95987418","Intron"
"chr5:95988077-95988473","chr5",95988077,95988473,95988275,88,95978275,95998275,"","LOC101929710,CAST","CAST","ELL2",-26204,"Intron (ENST00000502645.3/831, intron 1 of 5)",26073,"Intron","chr5_95988077-95988473","Intron"
"chr5:96117833-96118473","chr5",96117833,96118473,96118153,266,96108153,96128153,"","LOC101929710,CAST","CAST","ELL2",-156082,"Intron (ENST00000502645.3/831, intron 2 of 5)",38695,"Intron","chr5_96117833-96118473","Intron"
"chr5:96125314-96125796","chr5",96125314,96125796,96125555,96,96115555,96135555,"","LOC101929710,CAST","CAST","ELL2",-163484,"Intron (ENST00000502645.3/831, intron 2 of 5)",46176,"Intron","chr5_96125314-96125796","Intron"
"chr5:96187562-96188147","chr5",96187562,96188147,96187854,23,96177854,96197854,"","LOC101929710,CAST","CAST","PCSK1",246289,"Intron (ENST00000502645.3/831, intron 2 of 5)",-15499,"Intron","chr5_96187562-96188147","Intron"
"chr5:96199658-96200200","chr5",96199658,96200200,96199929,811,96189929,96209929,"","LOC101929710,CAST","CAST","PCSK1",234214,"Intron (ENST00000502645.3/831, intron 2 of 5)",14769,"Intron","chr5_96199658-96200200","Intron"
"chr5:96214929-96215260","chr5",96214929,96215260,96215094,58,96205094,96225094,"LOC124901032","LOC101929710,LOC124901032,CAST","CAST","PCSK1",219049,"Promoter (<=1kb)",0,"Promoter","chr5_96214929-96215260","Promoter"
"chr5:96297948-96298392","chr5",96297948,96298392,96298170,112,96288170,96308170,"","LOC101929710,CAST","CAST","PCSK1",135973,"Intron (ENST00000502645.3/831, intron 2 of 5)",-10332,"Intron","chr5_96297948-96298392","Intron"
"chr5:96864852-96865341","chr5",96864852,96865341,96865096,88,96855096,96875096,"","ERAP1","ERAP1","ERAP2",-10843,"Intron (ENST00000723342.1/51752, intron 3 of 4)",8271,"Intron","chr5_96864852-96865341","Intron"
"chr5:98504719-98505048","chr5",98504719,98505048,98504883,50,98494883,98514883,"","","RGMB","RGMB",-263767,"Distal Intergenic",-263602,"Intergenic","chr5_98504719-98505048","Intergenic"
"chr5:99025236-99025764","chr5",99025236,99025764,99025500,358,99015500,99035500,"","","CHD1-DT","CHD1",-96543,"Distal Intergenic",96092,"Intergenic","chr5_99025236-99025764","Intergenic"
"chr5:102099841-102100359","chr5",102099841,102100359,102100100,793,102090100,102110100,"","","SLCO4C1","SLCO4C1",196449,"Distal Intergenic",195925,"Intergenic","chr5_102099841-102100359","Intergenic"
"chr5:102222672-102223258","chr5",102222672,102223258,102222965,317,102212965,102232965,"","","SLCO4C1","SLCO4C1",73584,"Distal Intergenic",73026,"Intergenic","chr5_102222672-102223258","Intergenic"
"chr5:102770765-102771054","chr5",102770765,102771054,102770909,62,102760909,102780909,"","PAM","PAM","PAM",16928,"Intron (ENST00000505654.1/5066, intron 1 of 1)",15422,"Intron","chr5_102770765-102771054","Intron"
"chr5:103185202-103185629","chr5",103185202,103185629,103185415,38,103175415,103195415,"","PPIP5K2","PPIP5K2","PPIP5K2",65266,"Promoter (<=1kb)",959,"Promoter","chr5_103185202-103185629","Promoter"
"chr5:109803796-109804327","chr5",109803796,109804327,109804061,156,109794061,109814061,"","MAN2A1","MAN2A1","MAN2A1",114695,"Promoter (<=1kb)",0,"Promoter","chr5_109803796-109804327","Promoter"
"chr5:109901152-109901853","chr5",109901152,109901853,109901502,1013,109891502,109911502,"LOC105379119","LOC105379119","LOC105379119","MAN2A1",212136,"Distal Intergenic",-5636,"Intergenic","chr5_109901152-109901853","Intergenic"
"chr5:109990317-109990800","chr5",109990317,109990800,109990558,407,109980558,110000558,"","","LOC105379119","MAN2A1",301192,"Intron (ENST00000812526.1/ENST00000812526.1, intron 2 of 2)",82827,"Intron","chr5_109990317-109990800","Intron"
"chr5:110106664-110107187","chr5",110106664,110107187,110106925,953,110096925,110116925,"","","TMEM232","TMEM232",632031,"Distal Intergenic",199174,"Intergenic","chr5_110106664-110107187","Intergenic"
"chr5:110224137-110224447","chr5",110224137,110224447,110224292,38,110214292,110234292,"","","TMEM232","TMEM232",514664,"Intron (ENST00000793266.1/ENST00000793266.1, intron 1 of 2)",205654,"Intron","chr5_110224137-110224447","Intron"
"chr5:111404186-111404718","chr5",111404186,111404718,111404452,400,111394452,111414452,"","CAMK4","CAMK4","CAMK4",180799,"Intron (ENST00000512453.5/814, intron 6 of 11)",46201,"Intron","chr5_111404186-111404718","Intron"
"chr5:113320451-113320819","chr5",113320451,113320819,113320635,70,113310635,113330635,"LOC107986366","LOC107986366,MCC","MCC","MCC",168195,"Intron (ENST00000408903.7/4163, intron 3 of 18)",-2209,"Intron","chr5_113320451-113320819","Intron"
"chr5:115738773-115739121","chr5",115738773,115739121,115738947,97,115728947,115748947,"LOC124901048","LOC124901048","LOC124901048","CDO1",78007,"Promoter (<=1kb)",0,"Promoter","chr5_115738773-115739121","Promoter"
"chr5:115850797-115851148","chr5",115850797,115851148,115850972,100,115840972,115860972,"AP3S1,ATG12","AP3S1,ATG12","AP3S1","AP3S1",9491,"Intron (ENST00000514118.5/1176, intron 1 of 2)",8310,"Intron","chr5_115850797-115851148","Intron"
"chr5:116532821-116533274","chr5",116532821,116533274,116533047,46,116523047,116543047,"","SEMA6A-AS1,SEMA6A","SEMA6A","SEMA6A",41887,"Intron (ENST00000809356.1/101927233, intron 1 of 1)",3154,"Intron","chr5_116532821-116533274","Intron"
"chr5:116571612-116571901","chr5",116571612,116571901,116571756,49,116561756,116581756,"SEMA6A-AS2,SEMA6A","SEMA6A-AS2,SEMA6A","SEMA6A","SEMA6A",3178,"Promoter (<=1kb)",937,"Promoter","chr5_116571612-116571901","Promoter"
"chr5:116863059-116863407","chr5",116863059,116863407,116863233,60,116853233,116873233,"","","LOC105379133","SEMA6A",-288299,"Distal Intergenic",51872,"Intergenic","chr5_116863059-116863407","Intergenic"
"chr5:119009105-119009587","chr5",119009105,119009587,119009346,314,118999346,119019346,"","DMXL1-DT","DMXL1-DT","DTWD2",-20801,"Exon (ENST00000504820.2/105379143, exon 3 of 3)",-20558,"Exon","chr5_119009105-119009587","Exon"
"chr5:121688272-121688561","chr5",121688272,121688561,121688416,53,121678416,121698416,"","","LOC105379150","FTMT",-163539,"Distal Intergenic",163247,"Intergenic","chr5_121688272-121688561","Intergenic"
"chr5:124661281-124661960","chr5",124661281,124661960,124661620,1484,124651620,124671620,"","ZNF608","ZNF608","ZNF608",87187,"Intron (ENST00000513986.2/57507, intron 3 of 9)",-16944,"Intron","chr5_124661281-124661960","Intron"
"chr5:124887956-124888538","chr5",124887956,124888538,124888247,194,124878247,124898247,"LOC101927421,LOC107986391","LOC101927421,LOC107986391","LOC107986391","ZNF608",-139440,"Intron (ENST00000509456.3/ENST00000509456.3, intron 1 of 3)",-4708,"Intron","chr5_124887956-124888538","Intron"
"chr5:126370899-126371549","chr5",126370899,126371549,126371224,238,126361224,126381224,"LOC124901056","LOC101927514,LOC124901056,GRAMD2B","GRAMD2B","GRAMD2B",11092,"Promoter (<=1kb)",0,"Promoter","chr5_126370899-126371549","Promoter"
"chr5:127027558-127027847","chr5",127027558,127027847,127027702,92,127017702,127037702,"LOC105379163,MARCHF3","LOC105379163,MARCHF3","MARCHF3","MARCHF3",3106,"Intron (ENST00000308660.6/115123, intron 1 of 4)",2322,"Intron","chr5_127027558-127027847","Intron"
"chr5:127586312-127586795","chr5",127586312,127586795,127586553,118,127576553,127596553,"","","PRRC1","PRRC1",68944,"Distal Intergenic",38477,"Intergenic","chr5_127586312-127586795","Intergenic"
"chr5:131265444-131266006","chr5",131265444,131266006,131265725,463,131255725,131275725,"","CDC42SE2","CDC42SE2","CDC42SE2",20232,"Intron (ENST00000502840.5/56990, intron 2 of 3)",1369,"Intron","chr5_131265444-131266006","Intron"
"chr5:132873326-132873785","chr5",132873326,132873785,132873555,193,132863555,132883555,"LEAP2,GDF9,UQCRQ","LEAP2,GDF9,UQCRQ,AFF4","LEAP2","LEAP2",1233,"Promoter (<=1kb)",0,"Promoter","chr5_132873326-132873785","Promoter"
"chr5:133016609-133017044","chr5",133016609,133017044,133016826,187,133006826,133026826,"ZCCHC10","AFF4-DT,ZCCHC10","ZCCHC10","ZCCHC10",9778,"Intron (ENST00000810652.1/124901065, intron 2 of 4)",9490,"Intron","chr5_133016609-133017044","Intron"
"chr5:133027410-133027820","chr5",133027410,133027820,133027615,96,133017615,133037615,"ZCCHC10","AFF4-DT,ZCCHC10","ZCCHC10","ZCCHC10",-1011,"Promoter (<=1kb)",-806,"Promoter","chr5_133027410-133027820","Promoter"
"chr5:133926982-133927422","chr5",133926982,133927422,133927202,125,133917202,133937202,"","LOC105379182,WSPAR","LOC105379182","C5orf15",41585,"Distal Intergenic",13305,"Intergenic","chr5_133926982-133927422","Intergenic"
"chr5:133969942-133970472","chr5",133969942,133970472,133970207,802,133960207,133980207,"LOC105379183,C5orf15","LOC105379183,C5orf15,VDAC1","LOC105379183","C5orf15",-1420,"Exon (ENST00000838962.1/105379183, exon 2 of 2)",1241,"Exon","chr5_133969942-133970472","Exon"
"chr5:134018464-134018789","chr5",134018464,134018789,134018626,103,134008626,134028626,"","VDAC1","VDAC1","VDAC1",-13493,"Distal Intergenic",-13489,"Intergenic","chr5_134018464-134018789","Intergenic"
"chr5:134047096-134047389","chr5",134047096,134047389,134047242,79,134037242,134057242,"","VDAC1","VDAC1","VDAC1",-42109,"Distal Intergenic",23587,"Intergenic","chr5_134047096-134047389","Intergenic"
"chr5:134415847-134416354","chr5",134415847,134416354,134416100,519,134406100,134426100,"CDKN2AIPNL","CDKN2AIPNL","CDKN2AIPNL","CDKN2AIPNL",-4202,"Intron (ENST00000764987.1/ENST00000764987.1, intron 1 of 3)",-3966,"Intron","chr5_134415847-134416354","Intron"
"chr5:134503020-134503601","chr5",134503020,134503601,134503310,673,134493310,134513310,"LINC01843","LINC01843","LINC01843","JADE2",-21002,"Intron (ENST00000773017.1/ENST00000773017.1, intron 1 of 3)",-2821,"Intron","chr5_134503020-134503601","Intron"
